Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,description
1261,Plantation Heritage Park,Park,4.7,1852.0,"Park, Playground, Tourist attraction","Plantation Heritage Park, 1100 S Fig Tree Ln, Plantation, FL 33317",Fort-lauderdale,USA,FL,,Nature,8704.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Plantation Heritage Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1262,Esplanade Park,Park,4.6,1687.0,"Park, Tourist attraction","Esplanade Park, 400 SW 2nd St, Fort Lauderdale, FL 33312",Fort-lauderdale,USA,FL,,Nature,7760.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Esplanade Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1263,Lauderdale-by-the-Sea Beach,Public beach,4.7,1519.0,"Public beach, Park, Restaurant, Tourist attraction","Lauderdale-by-the-Sea Beach, 4229 N Ocean Dr, Lauderdale-By-The-Sea, FL 33308",Fort-lauderdale,USA,FL,,Nature,7139.3,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Lauderdale-by-the-Sea Beach in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1264,El Prado Park,Park,4.7,1359.0,"Park, Tourist attraction","El Prado Park, 4500 El Mar Dr, Lauderdale-By-The-Sea, FL 33308",Fort-lauderdale,USA,FL,,Nature,6387.3,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","El Prado Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1265,Secret Woods Nature Center - Temporarily Closed Due to Flooding,Park,4.7,1346.0,"Park, Tourist attraction","Secret Woods Nature Center - Temporarily Closed Due to Flooding, 2701 W State Rd 84, Dania Beach, FL 33312",Fort-lauderdale,USA,FL,,Nature,6326.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Secret Woods Nature Center - Temporarily Closed Due to Flooding in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1266,Joseph C. Carter Park,Park,4.5,1245.0,"Park, Tourist attraction","Joseph C. Carter Park, 1450 W Sunrise Blvd, Fort Lauderdale, FL 33311",Fort-lauderdale,USA,FL,,Nature,5602.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Joseph C. Carter Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1267,Riverwalk Fort Lauderdale,Park,4.6,1084.0,"Park, Non-profit organization, Tourist attraction","Riverwalk Fort Lauderdale, 888 E Las Olas Blvd #210, Fort Lauderdale, FL 33301",Fort-lauderdale,USA,FL,,Nature,4986.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Riverwalk Fort Lauderdale in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1268,Huizenga Plaza,Park,4.5,792.0,"Park, Tourist attraction","Huizenga Plaza, 32 E Las Olas Blvd, Fort Lauderdale, FL 33301",Fort-lauderdale,USA,FL,,Nature,3564.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Huizenga Plaza in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1269,Colee Hammock Park,Park,4.8,761.0,"Park, Tourist attraction","Colee Hammock Park, 1500 Brickell Dr, Fort Lauderdale, FL 33301",Fort-lauderdale,USA,FL,,Nature,3652.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Colee Hammock Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1270,Osswald Park,Park,4.5,689.0,"Park, Tourist attraction","Osswald Park, 2220 NW 21st Ave, Fort Lauderdale, FL 33311",Fort-lauderdale,USA,FL,,Nature,3100.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Osswald Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1271,Loggerhead Park,Park,4.7,671.0,"Park, Tourist attraction","Loggerhead Park, 3698 NE 27th St, Fort Lauderdale, FL 33308",Fort-lauderdale,USA,NE,,Nature,3153.7000000000003,4.63,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington","Loggerhead Park in Fort-lauderdale, NE is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1272,Young At Art Museum,Art museum,4.4,571.0,"Art museum, Children's camp, Event venue, Tourist attraction","Young At Art Museum, 8000 W Broward Blvd Ste 1208, Plantation, FL 33388",Fort-lauderdale,USA,FL,,Cultural,2512.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Young At Art Museum in Fort-lauderdale, FL offers a rich cultural experience, showcasing local heritage and history."
1273,Earl Lifshey Ocean Park,Park,4.6,548.0,"Park, Tourist attraction","Earl Lifshey Ocean Park, 3054 N Ocean Blvd, Fort Lauderdale, FL 33308",Fort-lauderdale,USA,FL,,Nature,2520.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Earl Lifshey Ocean Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1274,Historic Stranahan House Museum,Historical place museum,4.6,509.0,"Historical place museum, Museum, Tourist attraction","Historic Stranahan House Museum, 335 SE 6th Ave, Fort Lauderdale, FL 33301",Fort-lauderdale,USA,FL,,Cultural,2341.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Historic Stranahan House Museum in Fort-lauderdale, FL offers a rich cultural experience, showcasing local heritage and history."
1275,George English Park,Park,4.5,460.0,"Park, Tourist attraction","George English Park, 1101 Bayview Dr, Fort Lauderdale, FL 33304",Fort-lauderdale,USA,FL,,Nature,2070.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","George English Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1276,Las Olas Oceanside Park,Park,4.7,406.0,Park,"Las Olas Oceanside Park, 3000 E Las Olas Blvd, Fort Lauderdale, FL 33316",Fort-lauderdale,USA,FL,,Nature,1908.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Las Olas Oceanside Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1277,Vista Park,Park,4.7,345.0,"Park, Tourist attraction","Vista Park, 2851 N Atlantic Blvd, Fort Lauderdale, FL 33308",Fort-lauderdale,USA,FL,,Nature,1621.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Vista Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1278,Coontie Hatchee Park,Park,4.5,313.0,"Park, Tourist attraction","Coontie Hatchee Park, 1116 SW 15th Ave, Fort Lauderdale, FL 33312",Fort-lauderdale,USA,FL,,Nature,1408.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Coontie Hatchee Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1279,Roosevelt Gardens Park,Park,4.1,233.0,"Park, Tourist attraction","Roosevelt Gardens Park, 2841 NW 11th St, Fort Lauderdale, FL 33311",Fort-lauderdale,USA,FL,,Nature,955.3,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Roosevelt Gardens Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1280,Peter Feldman Park,Park,4.4,212.0,"Park, Tourist attraction","Peter Feldman Park, 310 NE 6th St, Fort Lauderdale, FL 33304",Fort-lauderdale,USA,NE,,Nature,932.8,4.63,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington","Peter Feldman Park in Fort-lauderdale, NE is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1281,Plantation Historical Museum,History museum,4.7,195.0,"History museum, Tourist attraction","Plantation Historical Museum, 511 N Fig Tree Ln, Plantation, FL 33317",Fort-lauderdale,USA,FL,,Cultural,916.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Plantation Historical Museum in Fort-lauderdale, FL offers a rich cultural experience, showcasing local heritage and history."
1282,Annie Beck Park,Park,4.7,177.0,"Park, Tourist attraction","Annie Beck Park, 100 N Victoria Park Rd, Fort Lauderdale, FL 33301",Fort-lauderdale,USA,FL,,Nature,831.9,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Annie Beck Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1283,Middle River Terrace Park,Park,4.2,170.0,"Park, Tourist attraction","Middle River Terrace Park, 1329 NE 7th Ave, Fort Lauderdale, FL 33304",Fort-lauderdale,USA,NE,,Nature,714.0,4.63,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington","Middle River Terrace Park in Fort-lauderdale, NE is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1284,History Fort Lauderdale,History museum,4.6,169.0,"History museum, Heritage building, Historical landmark, Historical society, Tourist attraction","History Fort Lauderdale, 231 SW 2nd Ave, Fort Lauderdale, FL 33301",Fort-lauderdale,USA,FL,,Cultural,777.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","History Fort Lauderdale in Fort-lauderdale, FL offers a rich cultural experience, showcasing local heritage and history."
1285,Dottie Mancini Park,Park,4.7,143.0,"Park, Tourist attraction","Dottie Mancini Park, 6520 NE 22nd Ave, Fort Lauderdale, FL 33308",Fort-lauderdale,USA,NE,,Nature,672.1,4.63,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington","Dottie Mancini Park in Fort-lauderdale, NE is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1286,Smoker Family Park,Park,4.6,135.0,"Park, Tourist attraction","Smoker Family Park, 501 S New River Dr E, Fort Lauderdale, FL 33301",Fort-lauderdale,USA,FL,,Nature,621.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Smoker Family Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1287,Bill Keith Preserve Park,Nature preserve,4.5,129.0,"Nature preserve, Park, Tourist attraction","Bill Keith Preserve Park, 1720 SW 17th St, Fort Lauderdale, FL 33312",Fort-lauderdale,USA,FL,,Nature,580.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Bill Keith Preserve Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1288,Harbordale Park,Park,4.4,120.0,"Park, Tourist attraction","Harbordale Park, 1817 Miami Rd, Fort Lauderdale, FL 33316",Fort-lauderdale,USA,FL,,Nature,528.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Harbordale Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1289,Shirley Small Park,Park,4.1,108.0,"Park, Tourist attraction","Shirley Small Park, 1230 SW 34th Ave, Fort Lauderdale, FL 33312",Fort-lauderdale,USA,FL,,Nature,442.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Shirley Small Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1290,Hortt Park,Park,4.6,95.0,"Park, Tourist attraction","Hortt Park, 1700 SW 14th Ct, Fort Lauderdale, FL 33312",Fort-lauderdale,USA,FL,,Nature,437.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Hortt Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1291,Bryant Peney Park,Park,4.3,84.0,"Park, Tourist attraction","Bryant Peney Park, 2100 SW 4th Ave, Fort Lauderdale, FL 33315",Fort-lauderdale,USA,FL,,Nature,361.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Bryant Peney Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1292,Mangurian Park,Park,4.3,83.0,"Park, Tourist attraction","Mangurian Park, 3850 N Federal Hwy, Fort Lauderdale, FL 33308",Fort-lauderdale,USA,FL,,Nature,356.9,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Mangurian Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1293,Beach Pavilion at Lauderdale-By-The-Sea,Beach pavillion,4.8,80.0,"Beach pavillion, Tourist attraction, Webcam location","Beach Pavilion at Lauderdale-By-The-Sea, 0 Commercial Blvd, Lauderdale-By-The-Sea, FL 33308",Fort-lauderdale,USA,FL,,Nature,384.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Beach Pavilion at Lauderdale-By-The-Sea in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1294,Hollywood Beach Broadwalk,Tourist attraction,4.7,8654.0,Tourist attraction,"Hollywood Beach Broadwalk, 101 S Broadwalk #3501, Hollywood, FL 33019",Fort-lauderdale,USA,FL,,Entertainment,40673.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Hollywood Beach Broadwalk in Fort-lauderdale, FL is a fun-filled destination with exciting activities and entertainment options."
1295,Florence C Hardy Park & Southside Cultural Center,Park,4.6,600.0,"Park, Tourist attraction","Florence C Hardy Park & Southside Cultural Center, 25 SW 9th St, Fort Lauderdale, FL 33315",Fort-lauderdale,USA,FL,,Nature,2760.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Florence C Hardy Park & Southside Cultural Center in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1296,Fort Lauderdale Jetties,Public beach,4.6,591.0,"Public beach, Park, Tourist attraction","Fort Lauderdale Jetties, Fort Lauderdale, FL 33316",Fort-lauderdale,USA,FL,,Nature,2718.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Fort Lauderdale Jetties in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1297,Laura Ward Park,Park,4.7,207.0,"Park, Tourist attraction","Laura Ward Park, 4600 El Mar Dr, Lauderdale-By-The-Sea, FL 33308",Fort-lauderdale,USA,FL,,Nature,972.9,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Laura Ward Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1298,DC Alexander Park,Park,4.6,150.0,"Park, Tourist attraction","DC Alexander Park, 501 S Fort Lauderdale Beach Blvd, Fort Lauderdale, FL 33316",Fort-lauderdale,USA,FL,,Nature,690.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","DC Alexander Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1299,Thrive by Daniel Popper,Tourist attraction,4.9,77.0,Tourist attraction,"Thrive by Daniel Popper, 301 SW 1st Ave, Fort Lauderdale, FL 33301",Fort-lauderdale,USA,FL,,Entertainment,377.3,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Thrive by Daniel Popper in Fort-lauderdale, FL is a fun-filled destination with exciting activities and entertainment options."
